"","Location","Price","Experience","Other","will_attend","ages_bin","distance_bin"
"2291","2","2","3","3",0,"02 <= 44.7122","02 > 32.4247"
"2539","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4961","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"3448","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"3600","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"5689","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"3077","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"6251","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"5700","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"4145","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"218","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"5777","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"1568","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"338","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"6614","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"295","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4386","4","3","1","4",0,"01 <= 34.9769","02 > 32.4247"
"4148","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4928","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"4136","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"5789","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"6680","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"3134","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"25","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4475","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"5417","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"145","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1280","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"977","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"2470","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"2087","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"396","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"2091","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1431","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"6616","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
"6386","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"5775","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"6354","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"1206","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2846","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3373","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"114","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"3987","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1185","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"3766","3","2","2","1",0,"01 <= 34.9769","02 > 32.4247"
"5275","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"3705","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"3639","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"1307","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"989","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"1072","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6435","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"1345","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6444","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3749","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"5384","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"4394","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"2025","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"2022","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"4876","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"846","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2654","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"996","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"2545","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3183","3","4","1","2",0,"03 > 44.7122","02 > 32.4247"
"3581","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5460","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"5714","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2691","3","2","2","1",0,"01 <= 34.9769","02 > 32.4247"
"2710","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"1992","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"4894","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"2991","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"2034","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"2762","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4319","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"5045","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"4053","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"5066","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"4584","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"4816","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"3093","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"680","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4712","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"4839","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"3454","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6206","5","3","3","1",0,"01 <= 34.9769","02 > 32.4247"
"3415","3","4","1","2",0,"03 > 44.7122","02 > 32.4247"
"3136","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"2059","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1360","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1162","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"437","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"6699","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2271","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"3033","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"3712","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"51","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"752","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"205","1","1","2","1",0,"01 <= 34.9769","02 > 32.4247"
"1936","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"4682","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"6697","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"3988","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"5326","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"4184","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"4309","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2880","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"6359","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"2713","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3002","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"4059","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"2048","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"93","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"612","1","4","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"3509","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5958","5","2","1","3",0,"01 <= 34.9769","02 > 32.4247"
"4501","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"4573","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"4068","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"3455","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"2727","3","3","1","3",1,"02 <= 44.7122","01 <= 32.4247"
"978","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"6709","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"6110","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"298","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"43","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"2783","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"2889","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"892","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1564","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"3540","3","4","1","2",0,"03 > 44.7122","02 > 32.4247"
"3787","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5252","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"288","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"4921","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"1291","1","4","3","3",0,"01 <= 34.9769","02 > 32.4247"
"4772","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"2375","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"2669","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2349","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2688","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1872","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"2404","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"4700","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"2142","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"1351","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4759","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"1262","1","1","2","1",0,"03 > 44.7122","02 > 32.4247"
"4949","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"5765","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"317","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"2203","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"469","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"1882","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"3023","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"3649","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"459","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5293","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"3335","3","4","1","2",0,"01 <= 34.9769","02 > 32.4247"
"6245","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"4854","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"2419","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"3723","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"689","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"756","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4745","4","2","3","2",0,"01 <= 34.9769","02 > 32.4247"
"6250","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"5932","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"6479","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5423","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1832","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5149","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"6783","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"209","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"953","1","2","1","4",1,"02 <= 44.7122","02 > 32.4247"
"4834","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1216","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5583","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"613","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2732","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"2500","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"2897","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4026","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"6059","5","4","2","4",0,"03 > 44.7122","02 > 32.4247"
"5625","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1471","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"894","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"791","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"3868","3","1","3","4",0,"01 <= 34.9769","01 <= 32.4247"
"5120","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"6571","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"5297","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"42","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3952","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5511","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"4279","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6493","5","4","2","4",1,"01 <= 34.9769","02 > 32.4247"
"5026","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"1520","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5853","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"3478","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1374","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3215","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"3582","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"6092","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"3484","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"4080","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"2472","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3553","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5747","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"102","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"3223","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"6044","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"4325","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"2753","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"5504","5","1","1","2",0,"03 > 44.7122","02 > 32.4247"
"4131","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"2246","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"6132","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"2036","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"526","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"147","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"5316","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"3661","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"5545","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"2140","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"2417","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"2736","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4336","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"637","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5786","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"3463","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4931","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"2614","3","3","1","3",0,"02 <= 44.7122","02 > 32.4247"
"4999","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"5468","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"694","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5363","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"558","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4714","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"2439","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"4599","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"5998","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"5107","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"2269","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"3099","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3656","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3444","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"902","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4041","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6049","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"387","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"5255","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"4703","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"546","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"3011","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1857","2","1","1","1",0,"02 <= 44.7122","02 > 32.4247"
"4875","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"1375","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3898","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"2557","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"1486","2","2","3","3",0,"03 > 44.7122","02 > 32.4247"
"1112","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1617","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4215","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"5262","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"733","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"163","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"2830","3","1","3","4",1,"02 <= 44.7122","01 <= 32.4247"
"1197","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4865","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"13","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"2398","2","2","3","3",0,"02 <= 44.7122","02 > 32.4247"
"4344","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"347","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"1833","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4684","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"70","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4689","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"2180","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"6126","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"915","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"6228","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"5754","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6084","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1919","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1123","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"4852","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"1250","1","2","1","4",1,"02 <= 44.7122","02 > 32.4247"
"5962","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"732","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"6526","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"6103","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"3043","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"4934","4","2","3","2",0,"01 <= 34.9769","02 > 32.4247"
"2431","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1160","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4102","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"5095","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"1053","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3203","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3536","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"1204","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3234","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"296","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3591","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3123","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"4261","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2975","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"1260","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4938","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"6660","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"4296","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"2765","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"5382","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5854","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5233","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5231","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"4188","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"2075","2","4","2","2",0,"01 <= 34.9769","02 > 32.4247"
"4905","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"2845","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"2501","2","1","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"5343","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2520","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1086","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1214","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1418","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"2989","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3143","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"4383","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"2623","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"6203","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3554","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2818","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"367","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2468","2","2","3","3",0,"03 > 44.7122","02 > 32.4247"
"286","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"382","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4801","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"3473","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"6763","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1095","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"722","1","4","3","3",1,"03 > 44.7122","01 <= 32.4247"
"2292","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"312","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"4072","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"3206","3","1","3","4",0,"03 > 44.7122","02 > 32.4247"
"878","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"6653","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"3873","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4244","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"5848","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2555","3","1","3","4",0,"03 > 44.7122","02 > 32.4247"
"370","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5814","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"4170","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"3774","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"875","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"3713","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"5691","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"6392","5","4","2","4",0,"03 > 44.7122","02 > 32.4247"
"496","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"3085","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5531","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"2540","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"2424","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"165","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5487","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"4600","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5130","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5224","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"4663","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"6337","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"1513","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3918","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"18","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1135","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"3802","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"4662","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"4715","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"3423","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3133","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"3535","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1574","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"419","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"6149","5","4","2","4",0,"01 <= 34.9769","02 > 32.4247"
"5236","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"476","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"4911","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1213","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"5425","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"4114","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"3334","3","1","3","4",0,"01 <= 34.9769","02 > 32.4247"
"6765","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
